Genes,Annotations,Depth,Level,Score
BPSL0020,GO:0006807,2,2,0.439293962
BPSL0020,GO:0044237,2,2,0.470538606
BPSL0020,GO:0044238,2,2,0.469690548
BPSL0020,GO:0071704,2,2,0.572923396
BPSL0048,GO:0006807,2,2,0.441079398
BPSL0048,GO:0006810,3,3,0.6503666920000001
BPSL0048,GO:0044237,2,2,0.47170902
BPSL0048,GO:0044238,2,2,0.4706825979999999
BPSL0048,GO:0051234,2,2,0.6503666920000001
BPSL0048,GO:0071704,2,2,0.56922656
BPSL0052,GO:0006807,2,2,0.44196133
BPSL0052,GO:0044237,2,2,0.471542506
BPSL0052,GO:0044238,2,2,0.470945048
BPSL0052,GO:0071704,2,2,0.5685452119999999
BPSL0057,GO:0006807,2,2,0.441602352
BPSL0057,GO:0006810,3,3,0.55587646
BPSL0057,GO:0044237,2,2,0.473550514
BPSL0057,GO:0044238,2,2,0.466392084
BPSL0057,GO:0051234,2,2,0.57435812
BPSL0057,GO:0071704,2,2,0.569399804
BPSL0059,GO:0006807,2,2,0.430556644
BPSL0059,GO:0044237,2,2,0.465123504
BPSL0059,GO:0044238,2,2,0.465736784
BPSL0059,GO:0071704,2,2,0.5806828719999999
BPSL0065,GO:0006807,2,2,0.439877742
BPSL0065,GO:0044237,2,2,0.470075466
BPSL0065,GO:0044238,2,2,0.470507736
BPSL0065,GO:0071704,2,2,0.5702948299999999
BPSL0066,GO:0006807,2,2,0.434830086
BPSL0066,GO:0044237,2,2,0.466707088
BPSL0066,GO:0044238,2,2,0.467388174
BPSL0066,GO:0071704,2,2,0.574846108
BPSL0067,GO:0006807,2,2,0.447011446
BPSL0067,GO:0044237,2,2,0.47755944
BPSL0067,GO:0044238,2,2,0.469500372
BPSL0067,GO:0071704,2,2,0.5654211580000001
BPSL0068,GO:0006807,2,2,0.4447017219999999
BPSL0068,GO:0044237,2,2,0.4755628699999999
BPSL0068,GO:0044238,2,2,0.468115764
BPSL0068,GO:0071704,2,2,0.566654454
BPSL0082,GO:0006807,2,2,0.4351557599999999
BPSL0082,GO:0044237,2,2,0.46719343
BPSL0082,GO:0044238,2,2,0.4676884679999999
BPSL0082,GO:0071704,2,2,0.57462379
BPSL0083,GO:0006807,2,2,0.442806304
BPSL0083,GO:0044237,2,2,0.472817344
BPSL0083,GO:0044238,2,2,0.4703009359999999
BPSL0083,GO:0071704,2,2,0.56874837
BPSL0084,GO:0006807,2,2,0.447007636
BPSL0084,GO:0044237,2,2,0.476135624
BPSL0084,GO:0044238,2,2,0.472284222
BPSL0084,GO:0071704,2,2,0.56592029
BPSL0085,GO:0006807,2,2,0.45711794
BPSL0085,GO:0044237,2,2,0.483083124
BPSL0085,GO:0044238,2,2,0.476348138
BPSL0085,GO:0071704,2,2,0.557828104
BPSL0086,GO:0006807,2,2,0.442063802
BPSL0086,GO:0044237,2,2,0.472178964
BPSL0086,GO:0044238,2,2,0.470491684
BPSL0086,GO:0071704,2,2,0.56916645
BPSL0088,GO:0006807,2,2,0.43674247
BPSL0088,GO:0044237,2,2,0.468407996
BPSL0088,GO:0044238,2,2,0.4681817259999999
BPSL0088,GO:0071704,2,2,0.573489984
BPSL0089,GO:0006807,2,2,0.435475822
BPSL0089,GO:0044237,2,2,0.467296426
BPSL0089,GO:0044238,2,2,0.46791379
BPSL0089,GO:0071704,2,2,0.5741811
BPSL0092,GO:0006807,2,2,0.4287025420000001
BPSL0092,GO:0044237,2,2,0.4628094659999999
BPSL0092,GO:0044238,2,2,0.464219692
BPSL0092,GO:0071704,2,2,0.5802373919999999
BPSL0097,GO:0006807,2,2,0.4164943340000001
BPSL0097,GO:0044237,2,2,0.453011844
BPSL0097,GO:0044238,2,2,0.4556197899999999
BPSL0097,GO:0071704,2,2,0.587760276
BPSL0104,GO:0006807,2,2,0.4229606680000001
BPSL0104,GO:0033036,2,2,0.413983286
BPSL0104,GO:0044237,2,2,0.459480748
