Genes,Annotations,Depth,Level,Score
ECP_RS00085,GO:0006807,2,2,0.4402490959999999
ECP_RS00085,GO:0006810,3,3,0.358459974
ECP_RS00085,GO:0044237,2,2,0.492883042
ECP_RS00085,GO:0044238,2,2,0.489773214
ECP_RS00085,GO:0051234,2,2,0.3593218080000001
ECP_RS00085,GO:0071702,4,4,0.358459974
ECP_RS00085,GO:0071704,2,2,0.596391208
ECP_RS00090,GO:0006807,2,2,0.427340648
ECP_RS00090,GO:0044237,2,2,0.484047122
ECP_RS00090,GO:0044238,2,2,0.486340336
ECP_RS00090,GO:0071704,2,2,0.609174358
ECP_RS00100,GO:0006807,2,2,0.43372426
ECP_RS00100,GO:0044237,2,2,0.48737702
ECP_RS00100,GO:0044238,2,2,0.4889650299999999
ECP_RS00100,GO:0071704,2,2,0.600238374
ECP_RS00340,GO:0006807,2,2,0.4338108119999999
ECP_RS00340,GO:0044237,2,2,0.486231348
ECP_RS00340,GO:0044238,2,2,0.48854382
ECP_RS00340,GO:0071704,2,2,0.6005191520000001
ECP_RS00345,GO:0006807,2,2,0.437384624
ECP_RS00345,GO:0006810,3,3,0.365467428
ECP_RS00345,GO:0044237,2,2,0.4866533599999999
ECP_RS00345,GO:0044238,2,2,0.489907356
ECP_RS00345,GO:0051234,2,2,0.374081854
ECP_RS00345,GO:0071704,2,2,0.5952806860000001
ECP_RS01225,GO:0006807,2,2,0.436609396
ECP_RS01225,GO:0044237,2,2,0.48747444
ECP_RS01225,GO:0044238,2,2,0.4893447239999999
ECP_RS01225,GO:0071704,2,2,0.597218836
ECP_RS01410,GO:0006807,2,2,0.442228502
ECP_RS01410,GO:0044237,2,2,0.493661048
ECP_RS01410,GO:0044238,2,2,0.49019448
ECP_RS01410,GO:0071704,2,2,0.59399114
ECP_RS01460,GO:0006807,2,2,0.435575002
ECP_RS01460,GO:0044237,2,2,0.487987922
ECP_RS01460,GO:0044238,2,2,0.48975827
ECP_RS01460,GO:0071704,2,2,0.59734544
ECP_RS01510,GO:0006807,2,2,0.4349736940000001
ECP_RS01510,GO:0044237,2,2,0.4857894939999999
ECP_RS01510,GO:0044238,2,2,0.488505864
