Genes,Annotations,Depth,Level,Score
SAR_RS00055,GO:0006807,2,2,0.563758824
SAR_RS00055,GO:0006810,3,3,0.587387426
SAR_RS00055,GO:0006811,4,4,0.415842168
SAR_RS00055,GO:0044237,2,2,0.64315952
SAR_RS00055,GO:0044238,2,2,0.5895321320000001
SAR_RS00055,GO:0051234,2,2,0.587387426
SAR_RS00055,GO:0055085,4,2,0.415842168
SAR_RS00055,GO:0071704,2,2,0.727279288
SAR_RS00140,GO:0006807,2,2,0.564315932
SAR_RS00140,GO:0044237,2,2,0.6453906239999999
SAR_RS00140,GO:0044238,2,2,0.5899767239999999
SAR_RS00140,GO:0071704,2,2,0.73163822
SAR_RS00275,GO:0006807,2,2,0.56873757
SAR_RS00275,GO:0044237,2,2,0.642719206
SAR_RS00275,GO:0044238,2,2,0.5881528279999999
SAR_RS00275,GO:0071704,2,2,0.730430892
SAR_RS00280,GO:0006807,2,2,0.5692449980000001
SAR_RS00280,GO:0044237,2,2,0.6435344300000001
SAR_RS00280,GO:0044238,2,2,0.5893651440000001
SAR_RS00280,GO:0071704,2,2,0.730958272
SAR_RS00285,GO:0006807,2,2,0.560169672
SAR_RS00285,GO:0044237,2,2,0.6232236800000001
SAR_RS00285,GO:0044238,2,2,0.5780265960000001
SAR_RS00285,GO:0071704,2,2,0.7010563000000001
SAR_RS00300,GO:0006807,2,2,0.568452514
SAR_RS00300,GO:0044237,2,2,0.641321226
SAR_RS00300,GO:0044238,2,2,0.588028146
SAR_RS00300,GO:0071704,2,2,0.728535136
SAR_RS00305,GO:0006807,2,2,0.5691926
SAR_RS00305,GO:0044237,2,2,0.643224368
SAR_RS00305,GO:0044238,2,2,0.5893115879999999
SAR_RS00305,GO:0071704,2,2,0.73126143
SAR_RS00310,GO:0006139,4,3,0.639912888
SAR_RS00310,GO:0006259,6,4,0.639912888
SAR_RS00310,GO:0006725,3,3,0.639912888
SAR_RS00310,GO:0006807,2,2,0.639912888
SAR_RS00310,GO:0034641,3,3,0.639912888
SAR_RS00310,GO:0043170,3,3,0.639912888
SAR_RS00310,GO:0044237,2,2,0.64193142
SAR_RS00310,GO:0044238,2,2,0.639912888
SAR_RS00310,GO:0046483,3,3,0.639912888
SAR_RS00310,GO:0071704,2,2,0.729026136
SAR_RS00310,GO:0090304,5,4,0.639912888
SAR_RS00310,GO:1901360,3,3,0.639912888
SAR_RS00400,GO:0006807,2,2,0.5656384400000001
SAR_RS00400,GO:0044237,2,2,0.64720804
SAR_RS00400,GO:0044238,2,2,0.590615572
SAR_RS00400,GO:0071704,2,2,0.7344296379999999
SAR_RS00410,GO:0006807,2,2,0.56377097
SAR_RS00410,GO:0044237,2,2,0.6427293300000001
SAR_RS00410,GO:0044238,2,2,0.58890099
SAR_RS00410,GO:0071704,2,2,0.7282922
SAR_RS00435,GO:0006807,2,2,0.568110086
SAR_RS00435,GO:0006810,3,3,0.472767768
SAR_RS00435,GO:0044237,2,2,0.641328976
SAR_RS00435,GO:0044238,2,2,0.5881001379999999
SAR_RS00435,GO:0051234,2,2,0.474478848
SAR_RS00435,GO:0071704,2,2,0.728865632
SAR_RS00475,GO:0006807,2,2,0.5637818680000001
SAR_RS00475,GO:0044237,2,2,0.6425348860000001
SAR_RS00475,GO:0044238,2,2,0.588585886
SAR_RS00475,GO:0071704,2,2,0.7265887860000001
SAR_RS00490,GO:0006807,2,2,0.562081228
SAR_RS00490,GO:0006810,3,3,0.589137008
SAR_RS00490,GO:0044237,2,2,0.63923054
