Genes,Annotations,Depth,Level,Score
BBC05,GO:0006807,2,2,0.7194108659999999
BBC05,GO:0008283,2,2,0.7370744659999999
BBC05,GO:0044237,2,2,0.682991806
BBC05,GO:0044238,2,2,0.7227399099999999
BBC05,GO:0071704,2,2,0.83840299
BBC07,GO:0006807,2,2,0.626710248
BBC07,GO:0006810,3,3,0.68845829
BBC07,GO:0008104,4,4,0.5865063779999999
BBC07,GO:0015031,6,4,0.5779192439999999
BBC07,GO:0033036,2,2,0.6764995599999999
BBC07,GO:0044237,2,2,0.6118082480000001
BBC07,GO:0044238,2,2,0.6370258120000001
BBC07,GO:0045184,5,3,0.5826343620000001
BBC07,GO:0051234,2,2,0.694374104
BBC07,GO:0051641,2,2,0.6764995599999999
BBC07,GO:0070727,3,3,0.6764995599999999
BBC07,GO:0071702,4,4,0.6768537059999999
BBC07,GO:0071704,2,2,0.7094486520000001
BBC07,GO:0071705,4,4,0.67590062
BBC10,GO:0006807,2,2,0.6282787379999999
BBC10,GO:0044237,2,2,0.6111320659999999
BBC10,GO:0044238,2,2,0.639172116
BBC10,GO:0071704,2,2,0.71850638
BB_0001,GO:0006807,2,2,0.6166216099999999
BB_0001,GO:0044237,2,2,0.6005019
BB_0001,GO:0044238,2,2,0.627360084
BB_0001,GO:0071704,2,2,0.6918740019999999
BB_0019,GO:0006807,2,2,0.6223343
BB_0019,GO:0044237,2,2,0.6064698199999999
BB_0019,GO:0044238,2,2,0.636634492
BB_0019,GO:0071704,2,2,0.7018489480000001
BB_0028,GO:0006807,2,2,0.6234679240000001
BB_0028,GO:0044237,2,2,0.604207804
BB_0028,GO:0044238,2,2,0.635983836
BB_0028,GO:0071704,2,2,0.7012292660000001
BB_0032,GO:0006807,2,2,0.6299343
BB_0032,GO:0044237,2,2,0.6110927
BB_0032,GO:0044238,2,2,0.642441656
BB_0032,GO:0071704,2,2,0.712406432
BB_0039,GO:0006807,2,2,0.6160118219999999
BB_0039,GO:0044237,2,2,0.6019305779999999
BB_0039,GO:0044238,2,2,0.6304044099999999
BB_0039,GO:0071704,2,2,0.69225324
BB_0043,GO:0006807,2,2,0.6248396599999999
BB_0043,GO:0044237,2,2,0.6073952799999999
BB_0043,GO:0044238,2,2,0.6396787639999999
BB_0043,GO:0071704,2,2,0.70564911
BB_0047,GO:0006807,2,2,0.6141477199999998
BB_0047,GO:0044237,2,2,0.59949625
BB_0047,GO:0044238,2,2,0.6274001659999999
BB_0047,GO:0071704,2,2,0.688924376
BB_0066,GO:0006139,4,3,0.646493344
BB_0066,GO:0006396,7,6,0.6279707699999999
BB_0066,GO:0006725,3,3,0.646493344
BB_0066,GO:0006807,2,2,0.663204304
BB_0066,GO:0016070,6,5,0.646493344
BB_0066,GO:0034641,3,3,0.646493344
BB_0066,GO:0034660,7,6,0.5438149940000001
BB_0066,GO:0043170,3,3,0.646493344
BB_0066,GO:0044237,2,2,0.657962412
BB_0066,GO:0044238,2,2,0.6673811040000001
BB_0066,GO:0046483,3,3,0.646493344
BB_0066,GO:0071704,2,2,0.6962692180000001
BB_0066,GO:0090304,5,4,0.646493344
BB_0066,GO:1901360,3,3,0.646493344
BB_0073,GO:0006807,2,2,0.616486224
BB_0073,GO:0044237,2,2,0.59854421
BB_0073,GO:0044238,2,2,0.62703486
BB_0073,GO:0071704,2,2,0.6890004660000001
BB_0075,GO:0006807,2,2,0.626062356
BB_0075,GO:0044237,2,2,0.6051005499999998
BB_0075,GO:0044238,2,2,0.636155104
BB_0075,GO:0071704,2,2,0.70474146
BB_0097,GO:0006807,2,2,0.612585958
BB_0097,GO:0044237,2,2,0.599654798
BB_0097,GO:0044238,2,2,0.625373366
BB_0097,GO:0071704,2,2,0.686837914
BB_0102,GO:0006412,7,4,0.618992632
BB_0102,GO:0006518,4,4,0.705235796
BB_0102,GO:0006807,2,2,0.7325616719999999
BB_0102,GO:0009058,2,2,0.643675754
BB_0102,GO:0009059,4,4,0.618992632
BB_0102,GO:0019538,4,3,0.618992632
BB_0102,GO:0034641,3,3,0.6565294660000001
BB_0102,GO:0043043,6,5,0.6413812899999999
BB_0102,GO:0043170,3,3,0.635984852
BB_0102,GO:0043603,3,3,0.712525504
BB_0102,GO:0043604,5,4,0.643675754
BB_0102,GO:0044237,2,2,0.68484175
BB_0102,GO:0044238,2,2,0.6816960919999999
BB_0102,GO:0044249,3,3,0.643675754
BB_0102,GO:0044271,4,4,0.643675754
BB_0102,GO:0071704,2,2,0.752561002
BB_0102,GO:1901564,3,3,0.705235796
BB_0102,GO:1901566,4,4,0.6413812899999999
BB_0102,GO:1901576,3,3,0.6413812899999999
BB_0110,GO:0006807,2,2,0.62711328
BB_0110,GO:0044237,2,2,0.605730886
BB_0110,GO:0044238,2,2,0.636469816
BB_0110,GO:0071704,2,2,0.705948608
BB_0124,GO:0006807,2,2,0.624110172
BB_0124,GO:0006810,3,3,0.5719056800000001
BB_0124,GO:0044237,2,2,0.6054467239999999
BB_0124,GO:0044238,2,2,0.63410659
BB_0124,GO:0051234,2,2,0.59248773
BB_0124,GO:0071704,2,2,0.70305516
BB_0125,GO:0006807,2,2,0.618655082
BB_0125,GO:0044237,2,2,0.60208252
BB_0125,GO:0044238,2,2,0.629866164
BB_0125,GO:0071704,2,2,0.6945669139999999
BB_0126,GO:0006807,2,2,0.6154176299999999
BB_0126,GO:0044237,2,2,0.599863662
BB_0126,GO:0044238,2,2,0.627404598
BB_0126,GO:0071704,2,2,0.6892957000000001
BB_0134,GO:0006807,2,2,0.63468789
BB_0134,GO:0044237,2,2,0.61256959
BB_0134,GO:0044238,2,2,0.644970464
