Genes,Annotations,Depth,Level,Score
PA0007,GO:0006807,2,2,0.4142667299999999
PA0007,GO:0044237,2,2,0.475236648
PA0007,GO:0044238,2,2,0.4422033179999999
PA0007,GO:0071704,2,2,0.555509566
PA0012,GO:0006807,2,2,0.418499034
PA0012,GO:0044237,2,2,0.4755324059999999
PA0012,GO:0044238,2,2,0.443861066
PA0012,GO:0071704,2,2,0.55188238
PA0028,GO:0006807,2,2,0.417550066
PA0028,GO:0006810,3,3,0.6750514
PA0028,GO:0044237,2,2,0.4757195999999999
PA0028,GO:0044238,2,2,0.443327306
PA0028,GO:0051234,2,2,0.684699548
PA0028,GO:0055085,4,2,0.488282418
PA0028,GO:0071704,2,2,0.552189948
PA0039,GO:0006807,2,2,0.412344046
PA0039,GO:0044237,2,2,0.47368791
PA0039,GO:0044238,2,2,0.441456662
PA0039,GO:0071704,2,2,0.558986116
PA0042,GO:0006807,2,2,0.4158695039999999
PA0042,GO:0044237,2,2,0.475438106
PA0042,GO:0044238,2,2,0.44313078
PA0042,GO:0071704,2,2,0.555287514
PA0044,GO:0006807,2,2,0.417314588
PA0044,GO:0044237,2,2,0.475288628
PA0044,GO:0044238,2,2,0.444159988
PA0044,GO:0051716,2,2,0.355189662
PA0044,GO:0071704,2,2,0.555610332
PA0050,GO:0006807,2,2,0.424134704
PA0050,GO:0044237,2,2,0.477566968
PA0050,GO:0044238,2,2,0.44800213
PA0050,GO:0071704,2,2,0.54915055
PA0052,GO:0006807,2,2,0.4251530179999999
PA0052,GO:0044237,2,2,0.481974528
PA0052,GO:0044238,2,2,0.4519169159999999
PA0052,GO:0071704,2,2,0.561053984
PA0055,GO:0006082,3,3,0.5057707459999999
PA0055,GO:0006520,6,3,0.351601576
PA0055,GO:0006807,2,2,0.4285645839999999
PA0055,GO:0019752,5,5,0.491747842
PA0055,GO:0043436,4,4,0.491747842
PA0055,GO:0044237,2,2,0.5057707459999999
PA0055,GO:0044238,2,2,0.4525325679999999
PA0055,GO:0044281,2,2,0.5057707459999999
PA0055,GO:0071704,2,2,0.5591750639999999
PA0055,GO:1901564,3,3,0.351601576
PA0060,GO:0006807,2,2,0.4137632679999999
PA0060,GO:0044237,2,2,0.4737673979999999
PA0060,GO:0044238,2,2,0.441882572
PA0060,GO:0071704,2,2,0.557588398
PA0064,GO:0006091,3,3,0.640156986
PA0064,GO:0006139,4,3,0.433883316
PA0064,GO:0006163,8,5,0.433883316
PA0064,GO:0006164,9,6,0.433883316
