Genes,Annotations,Depth,Level,Score
HPG27_RS00095,GO:0006807,2,2,0.59813018
HPG27_RS00095,GO:0006810,3,3,0.7184074519999999
HPG27_RS00095,GO:0044237,2,2,0.61043296
HPG27_RS00095,GO:0044238,2,2,0.582230666
HPG27_RS00095,GO:0051234,2,2,0.7184074519999999
HPG27_RS00095,GO:0055085,4,2,0.4826946239999999
HPG27_RS00095,GO:0071704,2,2,0.706331492
HPG27_RS00100,GO:0006807,2,2,0.594675996
HPG27_RS00100,GO:0006810,3,3,0.607999012
HPG27_RS00100,GO:0044237,2,2,0.60427383
HPG27_RS00100,GO:0044238,2,2,0.578937486
HPG27_RS00100,GO:0051234,2,2,0.625502518
HPG27_RS00100,GO:0071704,2,2,0.69809503
HPG27_RS00165,GO:0006139,4,3,0.6914775260000001
HPG27_RS00165,GO:0006259,6,4,0.6914775260000001
HPG27_RS00165,GO:0006725,3,3,0.6914775260000001
HPG27_RS00165,GO:0006807,2,2,0.6914775260000001
HPG27_RS00165,GO:0034641,3,3,0.6914775260000001
HPG27_RS00165,GO:0043170,3,3,0.6914775260000001
HPG27_RS00165,GO:0044237,2,2,0.6914775260000001
HPG27_RS00165,GO:0044238,2,2,0.6914775260000001
HPG27_RS00165,GO:0046483,3,3,0.6914775260000001
HPG27_RS00165,GO:0071704,2,2,0.6914775260000001
HPG27_RS00165,GO:0090304,5,4,0.6914775260000001
HPG27_RS00165,GO:1901360,3,3,0.6914775260000001
HPG27_RS00170,GO:0006793,3,3,0.4740424199999999
HPG27_RS00170,GO:0006807,2,2,0.5892231459999999
HPG27_RS00170,GO:0044237,2,2,0.5969198099999999
HPG27_RS00170,GO:0044238,2,2,0.576136944
HPG27_RS00170,GO:0071704,2,2,0.685398936
HPG27_RS00305,GO:0006807,2,2,0.594796552
HPG27_RS00305,GO:0044237,2,2,0.605625332
HPG27_RS00305,GO:0044238,2,2,0.580495082
HPG27_RS00305,GO:0071704,2,2,0.698980834
HPG27_RS00310,GO:0006807,2,2,0.591170832
HPG27_RS00310,GO:0044237,2,2,0.5976407420000001
HPG27_RS00310,GO:0044238,2,2,0.575621078
HPG27_RS00310,GO:0071704,2,2,0.690960038
HPG27_RS00315,GO:0006807,2,2,0.5930144799999999
HPG27_RS00315,GO:0006996,4,4,0.4577469019999999
HPG27_RS00315,GO:0007165,4,2,0.481522222
HPG27_RS00315,GO:0008283,2,2,0.7118521179999999
HPG27_RS00315,GO:0016043,3,3,0.575952632
HPG27_RS00315,GO:0030030,4,4,0.575952632
HPG27_RS00315,GO:0044237,2,2,0.601194928
HPG27_RS00315,GO:0044238,2,2,0.5782194700000001
HPG27_RS00315,GO:0050789,2,2,0.481522222
HPG27_RS00315,GO:0050794,3,3,0.481522222
HPG27_RS00315,GO:0051641,2,2,0.47340189
HPG27_RS00315,GO:0051716,2,2,0.481522222
HPG27_RS00315,GO:0071704,2,2,0.6953564200000001
HPG27_RS00315,GO:0071840,2,2,0.575952632
HPG27_RS00325,GO:0006807,2,2,0.5949059760000001
HPG27_RS00325,GO:0044237,2,2,0.6033657760000001
HPG27_RS00325,GO:0044238,2,2,0.580427432
HPG27_RS00325,GO:0071704,2,2,0.695580002
HPG27_RS00330,GO:0006807,2,2,0.58880222
HPG27_RS00330,GO:0044237,2,2,0.593113368
HPG27_RS00330,GO:0044238,2,2,0.5747974960000001
HPG27_RS00330,GO:0071704,2,2,0.681767012
HPG27_RS00345,GO:0006807,2,2,0.5946044340000001
HPG27_RS00345,GO:0008283,2,2,0.446824134
HPG27_RS00345,GO:0044237,2,2,0.60428744
HPG27_RS00345,GO:0044238,2,2,0.577036908
HPG27_RS00345,GO:0071704,2,2,0.698722368
HPG27_RS00445,GO:0006807,2,2,0.5871999999999999
HPG27_RS00445,GO:0006810,3,3,0.919585162
HPG27_RS00445,GO:0008104,4,4,0.931788316
HPG27_RS00445,GO:0015031,6,4,0.903364724
HPG27_RS00445,GO:0033036,2,2,0.931788316
HPG27_RS00445,GO:0044237,2,2,0.595147696
HPG27_RS00445,GO:0044238,2,2,0.5722495519999999
HPG27_RS00445,GO:0045184,5,3,0.931788316
HPG27_RS00445,GO:0051234,2,2,0.931788316
HPG27_RS00445,GO:0051641,2,2,0.931788316
HPG27_RS00445,GO:0070727,3,3,0.931788316
HPG27_RS00445,GO:0071702,4,4,0.903364724
HPG27_RS00445,GO:0071704,2,2,0.682809004
HPG27_RS00445,GO:0071705,4,4,0.919585162
HPG27_RS00500,GO:0006807,2,2,0.5793971219999999
HPG27_RS00500,GO:0006810,3,3,0.496163838
HPG27_RS00500,GO:0008104,4,4,0.452878658
HPG27_RS00500,GO:0033036,2,2,0.452878658
HPG27_RS00500,GO:0044237,2,2,0.5812719179999999
HPG27_RS00500,GO:0044238,2,2,0.5645923
HPG27_RS00500,GO:0045184,5,3,0.452878658
HPG27_RS00500,GO:0051234,2,2,0.496163838
HPG27_RS00500,GO:0051641,2,2,0.47581553
HPG27_RS00500,GO:0070727,3,3,0.452878658
HPG27_RS00500,GO:0071704,2,2,0.660514678
HPG27_RS00530,GO:0006807,2,2,0.586529152
HPG27_RS00530,GO:0044237,2,2,0.5951426320000001
HPG27_RS00530,GO:0044238,2,2,0.574634528
HPG27_RS00530,GO:0071704,2,2,0.682809032
HPG27_RS00565,GO:0006807,2,2,0.5894036039999999
HPG27_RS00565,GO:0044237,2,2,0.59513663
HPG27_RS00565,GO:0044238,2,2,0.57389044
HPG27_RS00565,GO:0071704,2,2,0.686739394
HPG27_RS00590,GO:0006807,2,2,0.591330812
HPG27_RS00590,GO:0044237,2,2,0.601215994
HPG27_RS00590,GO:0044238,2,2,0.5790778160000001
HPG27_RS00590,GO:0071704,2,2,0.693689264
HPG27_RS00615,GO:0006807,2,2,0.586581284
HPG27_RS00615,GO:0008283,2,2,0.466868732
HPG27_RS00615,GO:0044237,2,2,0.593105464
HPG27_RS00615,GO:0044238,2,2,0.5717227860000001
HPG27_RS00615,GO:0071704,2,2,0.683611264
HPG27_RS00660,GO:0006807,2,2,0.58967379
HPG27_RS00660,GO:0044237,2,2,0.597468292
HPG27_RS00660,GO:0044238,2,2,0.5772284400000001
HPG27_RS00660,GO:0071704,2,2,0.689915238
HPG27_RS00665,GO:0006807,2,2,0.59018926
HPG27_RS00665,GO:0044237,2,2,0.5985909
HPG27_RS00665,GO:0044238,2,2,0.577735368
